<,2.5690377,
.,11.745,
>,0.27846774,
<,2.0318773,
.,11.47,
>,0.111062795,
<,1.7239295,
.,10.915,
>,0.21438323,
<,2.2659454,
.,10.615,
>,-0.026941301,
<,2.3459873,
.,11.24,
>,-0.17408997,
<,2.4656453,
.,10.6625,
>,-0.12121905,
<,2.9431415,
